gender,age,degree,quallife,health,life,happy,income,confedvac,confedvacy,finalter,hlthphys,hlthmntl,satsoc,white,black,amer_indian_alaska,asian_indian,chinese,filipino,japenese,korean,vietnamese,oth_asian,native_hawaiian,guamanian_chamorro,samoan,oth_pacific_islander,oth_race,hispanic
Male,52,Associate/Junior College,NA,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,89,Bachelors,Fair,Fair,NA,Pretty Happy,Refused,NA,A great deal,Stayed the same,Poor,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,40,Bachelors,Good,Good,Routine,Not too Happy,$25000 or more,NA,Only some,Getting better,Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,48,Associate/Junior College,Good,Fair,Routine,Not too Happy,$25000 or more,NA,Only some,Getting better,Fair,Fair,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,58,High School,Good,Excellent,Exciting,Pretty Happy,$25000 or more,NA,NA,Getting better,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,79,Graduates,Excellent,Excellent,NA,Pretty Happy,$25000 or more,NA,A great deal,Stayed the same,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,46,Graduates,Good,Good,Exciting,Pretty Happy,Refused,Only some,NA,Getting better,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,54,High School,Very Good,Good,NA,Pretty Happy,$25000 or more,Only some,NA,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,60,High School,Very Good,Fair,Exciting,Very Happy,$15000 to $19999,NA,NA,Getting better,Fair,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,22,High School,Good,Good,Routine,Not too Happy,$25000 or more,NA,NA,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,70,High School,Good,Fair,NA,Pretty Happy,$25000 or more,NA,Only some,Stayed the same,Good,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,25,High School,Very Good,Excellent,NA,Pretty Happy,$25000 or more,Hardly any,NA,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,89,High School,Very Good,Excellent,NA,Very Happy,$25000 or more,NA,Only some,Stayed the same,Very Good,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,72,High School,Good,Good,NA,Pretty Happy,$25000 or more,Only some,NA,Getting worse,Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,60,Less than High School,Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Getting better,Good,Very Good,Fair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,38,High School,Fair,Good,Routine,Very Happy,$25000 or more,NA,NA,Getting better,Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,77,Associate/Junior College,Excellent,Excellent,Exciting,Very Happy,$25000 or more,NA,A great deal,Stayed the same,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,64,Associate/Junior College,Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,74,High School,Very Good,Good,NA,Pretty Happy,$15000 to $19999,Only some,NA,Stayed the same,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,66,High School,Very Good,Good,NA,Not too Happy,$25000 or more,A great deal,NA,Getting better,Good,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,75,Bachelors,Very Good,Good,Routine,Not too Happy,$25000 or more,NA,NA,Getting better,Very Good,Very Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,61,Bachelors,Excellent,Excellent,Routine,Very Happy,Refused,NA,Only some,Getting better,Very Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,68,Bachelors,Very Good,Good,Routine,Pretty Happy,$25000 or more,NA,A great deal,Stayed the same,Very Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,35,High School,Fair,Fair,Routine,Pretty Happy,$25000 or more,NA,NA,Getting worse,Poor,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,67,High School,Excellent,Good,Exciting,Very Happy,$25000 or more,Hardly any,NA,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,65,High School,Good,Good,NA,Not too Happy,$20000 to $24999,Hardly any,NA,Stayed the same,Good,Good,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Female,67,Bachelors,Good,Fair,Routine,Not too Happy,$15000 to $19999,Only some,NA,Getting worse,Fair,Fair,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,72,High School,Good,Fair,Routine,Pretty Happy,$25000 or more,NA,NA,Getting worse,Good,Fair,Poor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,56,Graduates,Very Good,Excellent,Exciting,Pretty Happy,$25000 or more,A great deal,NA,Getting better,Very Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,56,High School,Fair,Fair,Routine,Not too Happy,$25000 or more,NA,NA,Stayed the same,Fair,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,28,High School,NA,Fair,NA,Pretty Happy,$15000 to $19999,NA,NA,Stayed the same,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,25,High School,NA,Fair,Exciting,Pretty Happy,$5000 to $5999,NA,NA,Getting worse,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,55,Graduates,Very Good,Good,NA,Pretty Happy,$25000 or more,A great deal,NA,Getting better,Good,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,24,Bachelors,Good,Good,Routine,Pretty Happy,$25000 or more,A great deal,NA,Getting worse,Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,21,High School,NA,Good,Routine,Not too Happy,NA,NA,NA,Stayed the same,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,78,High School,Good,Good,Routine,Pretty Happy,NA,NA,NA,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,37,Bachelors,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,NA,A great deal,Stayed the same,Excellent,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,60,High School,Fair,Poor,NA,Not too Happy,$10000 to $14999,NA,Hardly any,Stayed the same,Poor,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,32,High School,Very Good,Fair,Routine,Not too Happy,$8000 to $9999,A great deal,NA,Getting worse,Fair,Fair,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,28,Associate/Junior College,Good,Good,Routine,Pretty Happy,$5000 to $5999,NA,NA,Getting worse,Good,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,63,High School,Very Good,Excellent,Exciting,Very Happy,$25000 or more,NA,NA,Getting better,Very Good,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,23,High School,NA,Fair,NA,Not too Happy,$25000 or more,NA,NA,Getting worse,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,60,Graduates,Very Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Getting worse,Very Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,73,Bachelors,Very Good,Fair,NA,Pretty Happy,$25000 or more,Only some,NA,Getting better,Fair,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,27,Associate/Junior College,NA,Good,Exciting,Pretty Happy,NA,NA,NA,Getting better,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,40,Graduates,Excellent,Excellent,Exciting,Very Happy,NA,A great deal,NA,Getting better,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,66,Graduates,Very Good,Good,Exciting,Very Happy,$25000 or more,NA,NA,Getting better,Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,85,Less than High School,Very Good,Fair,Routine,Not too Happy,NA,NA,NA,Stayed the same,Fair,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,59,Bachelors,Very Good,Good,Routine,Pretty Happy,Refused,A great deal,NA,Stayed the same,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,78,High School,Good,Good,Routine,Not too Happy,$25000 or more,Only some,NA,Getting worse,Good,Fair,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,34,Bachelors,Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Very Good,Very Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,35,High School,Fair,Fair,NA,Not too Happy,$8000 to $9999,A great deal,NA,Getting worse,Good,Very Good,Very Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,60,Graduates,Good,Good,Exciting,Pretty Happy,$25000 or more,NA,Only some,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,NA,NA,Fair,Good,Routine,Pretty Happy,NA,NA,NA,Stayed the same,Good,Poor,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,40,Bachelors,Good,Fair,NA,Pretty Happy,$7000 to $7999,NA,A great deal,Getting better,Fair,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,27,Graduates,Very Good,Fair,Routine,Pretty Happy,$25000 or more,NA,NA,Getting better,Fair,Excellent,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,54,Graduates,Excellent,Excellent,Routine,Pretty Happy,$25000 or more,A great deal,NA,Stayed the same,Excellent,Very Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,59,Bachelors,Very Good,Good,Routine,Pretty Happy,$25000 or more,NA,Only some,Stayed the same,Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,50,Bachelors,Good,Fair,NA,Pretty Happy,$25000 or more,NA,A great deal,Getting better,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,36,Associate/Junior College,Fair,Fair,Routine,Not too Happy,$25000 or more,NA,NA,Getting better,Fair,Fair,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,60,Bachelors,Very Good,Good,NA,Not too Happy,$25000 or more,Only some,NA,Getting better,Very Good,Very Good,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,70,High School,Good,Fair,Routine,Pretty Happy,$25000 or more,NA,A great deal,Getting worse,Fair,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,59,Bachelors,Very Good,Good,NA,Not too Happy,$25000 or more,NA,A great deal,Stayed the same,Very Good,Very Good,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,29,High School,Poor,Excellent,Exciting,Very Happy,Under $1000,NA,A great deal,Stayed the same,Fair,Poor,Very Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,72,High School,Very Good,Excellent,Exciting,Very Happy,NA,NA,NA,Stayed the same,Excellent,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,65,Bachelors,Good,Good,Routine,Pretty Happy,$25000 or more,A great deal,NA,Getting better,Very Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,45,High School,Very Good,Fair,Exciting,Pretty Happy,$25000 or more,NA,NA,Getting better,Fair,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,64,Associate/Junior College,Excellent,Good,NA,Pretty Happy,$25000 or more,Only some,NA,Getting better,Very Good,Good,Fair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,26,Bachelors,Very Good,Good,NA,Not too Happy,$10000 to $14999,Only some,NA,Getting worse,Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transgender,32,Graduates,Good,Fair,Routine,Not too Happy,$25000 or more,NA,NA,Stayed the same,Fair,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,35,Graduates,Very Good,Excellent,NA,Very Happy,$25000 or more,NA,Only some,Getting better,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,30,Graduates,Very Good,Good,Routine,Pretty Happy,$10000 to $14999,NA,NA,Getting worse,Very Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,70,Bachelors,Very Good,Good,NA,Very Happy,NA,Hardly any,NA,Stayed the same,Good,Very Good,Very Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,NA,Graduates,Very Good,Good,Exciting,Not too Happy,$25000 or more,NA,A great deal,Stayed the same,Good,Very Good,Very Good,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Male,46,High School,Good,Excellent,Routine,Very Happy,$25000 or more,NA,NA,Stayed the same,Excellent,Excellent,Very Good,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,33,High School,Very Good,Good,Exciting,Very Happy,Under $1000,NA,A great deal,Getting better,Good,Very Good,Very Good,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,74,High School,Good,Good,Exciting,Pretty Happy,$25000 or more,NA,NA,Getting worse,Good,Very Good,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,63,Less than High School,Good,Excellent,Routine,Pretty Happy,Under $1000,NA,NA,Getting worse,Excellent,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,33,Bachelors,Very Good,Excellent,NA,Pretty Happy,$25000 or more,NA,Only some,Getting better,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,36,Bachelors,Good,Good,NA,Not too Happy,$25000 or more,Only some,NA,Getting worse,Very Good,Poor,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,59,Bachelors,Good,Good,NA,Not too Happy,$25000 or more,Only some,NA,Stayed the same,Good,Good,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,77,Bachelors,Good,Good,Exciting,Not too Happy,$25000 or more,NA,NA,Stayed the same,Good,Very Good,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,31,High School,Poor,Fair,Dull,Not too Happy,$25000 or more,NA,NA,Stayed the same,Fair,Fair,Poor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,47,Bachelors,Very Good,Good,NA,Pretty Happy,$25000 or more,NA,Hardly any,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,62,Graduates,Excellent,Excellent,NA,Pretty Happy,$25000 or more,A great deal,NA,Stayed the same,Excellent,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,Less than High School,NA,Good,Routine,Pretty Happy,Refused,NA,NA,Getting worse,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,42,High School,Very Good,Excellent,Routine,Very Happy,$25000 or more,NA,NA,Getting worse,Excellent,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,22,High School,Poor,Poor,Exciting,Pretty Happy,NA,Only some,NA,Getting better,Poor,Poor,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,79,High School,Good,Good,Routine,Very Happy,$25000 or more,NA,NA,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,73,High School,NA,Good,Routine,Very Happy,$25000 or more,NA,NA,Stayed the same,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,30,Bachelors,Very Good,Good,NA,Pretty Happy,$25000 or more,Only some,NA,Getting better,Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,56,High School,Fair,Good,Exciting,Very Happy,NA,NA,Only some,Stayed the same,Good,Very Good,Very Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,52,Graduates,Excellent,Excellent,Exciting,Very Happy,Refused,NA,Hardly any,Getting better,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,33,High School,Good,Fair,Routine,Not too Happy,$25000 or more,NA,Only some,Getting worse,Fair,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,53,High School,Very Good,Excellent,Routine,Not too Happy,Refused,NA,NA,Getting better,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,High School,NA,Fair,NA,Pretty Happy,Refused,NA,NA,Getting worse,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,35,Bachelors,Very Good,Excellent,Routine,Not too Happy,$25000 or more,NA,NA,Getting better,Excellent,Fair,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,51,High School,Good,Excellent,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Excellent,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,32,Bachelors,Very Good,Excellent,Routine,Not too Happy,$25000 or more,NA,NA,Stayed the same,Very Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,NA,Graduates,Excellent,Excellent,Exciting,Very Happy,Refused,NA,Only some,Stayed the same,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,NA,High School,Very Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,NA,High School,Good,Fair,NA,Pretty Happy,$25000 or more,NA,A great deal,Getting worse,Fair,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,64,High School,Very Good,Good,NA,Pretty Happy,$25000 or more,Only some,NA,Stayed the same,Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,NA,High School,Very Good,Excellent,Routine,Not too Happy,NA,NA,NA,Stayed the same,Very Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,35,Bachelors,Very Good,Good,Exciting,Pretty Happy,$25000 or more,NA,NA,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,75,High School,Very Good,Good,NA,Not too Happy,$25000 or more,NA,Only some,Stayed the same,Good,Fair,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,60,High School,Good,Good,Routine,Not too Happy,NA,Only some,NA,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,75,High School,Good,Good,Exciting,Pretty Happy,$25000 or more,NA,NA,Getting worse,Good,Very Good,Very Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,40,Bachelors,Very Good,Excellent,Routine,Not too Happy,$25000 or more,Hardly any,NA,Stayed the same,Excellent,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,74,High School,Very Good,Good,NA,Very Happy,$25000 or more,NA,A great deal,Getting better,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,47,Less than High School,Fair,Poor,NA,Not too Happy,$1000 to $2999,NA,NA,Getting worse,Poor,Fair,Fair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,56,Bachelors,Good,Good,Routine,Not too Happy,$25000 or more,NA,NA,Getting worse,Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,25,Bachelors,Good,Poor,Dull,Not too Happy,$20000 to $24999,Only some,NA,Stayed the same,Fair,Poor,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,37,Bachelors,Good,Fair,Routine,Pretty Happy,$10000 to $14999,NA,Only some,Getting better,Fair,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,42,Graduates,Very Good,Good,Routine,Pretty Happy,$25000 or more,NA,A great deal,Stayed the same,Good,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,42,Graduates,Very Good,Fair,Routine,Pretty Happy,$25000 or more,NA,NA,Getting better,Good,Good,Good,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Male,26,High School,Fair,Excellent,Routine,Not too Happy,$25000 or more,NA,Only some,Stayed the same,Very Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,63,High School,Fair,Fair,NA,Not too Happy,$10000 to $14999,NA,A great deal,Stayed the same,Poor,Good,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,68,High School,NA,Good,NA,Pretty Happy,$20000 to $24999,NA,NA,Stayed the same,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,High School,NA,Good,Routine,Pretty Happy,Refused,NA,NA,Getting better,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,80,Less than High School,Fair,Fair,Routine,Pretty Happy,$15000 to $19999,NA,NA,Stayed the same,Fair,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,61,High School,Fair,Fair,Routine,Not too Happy,NA,Only some,NA,Getting better,Fair,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,25,Bachelors,Excellent,Good,NA,Pretty Happy,$25000 or more,Hardly any,NA,Getting better,Good,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,58,Less than High School,Fair,Fair,Routine,Not too Happy,NA,NA,NA,Getting worse,Fair,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,24,High School,Good,Poor,NA,Not too Happy,$25000 or more,A great deal,NA,Stayed the same,Fair,Poor,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,55,High School,Good,Good,Dull,Not too Happy,$20000 to $24999,NA,Only some,Getting worse,Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None of these,35,High School,Fair,Good,Routine,Pretty Happy,$25000 or more,Only some,NA,Stayed the same,Fair,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,34,High School,Fair,Excellent,NA,Pretty Happy,$25000 or more,NA,Only some,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,68,High School,Fair,Poor,NA,Very Happy,$10000 to $14999,NA,A great deal,Stayed the same,Poor,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,48,Bachelors,Very Good,Good,Exciting,Pretty Happy,Refused,NA,Hardly any,Getting better,Very Good,Very Good,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,35,High School,Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Good,Fair,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,54,Associate/Junior College,Very Good,Poor,NA,Very Happy,$25000 or more,Hardly any,NA,Getting better,Poor,Fair,Fair,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,38,Less than High School,NA,Good,NA,Not too Happy,NA,NA,NA,Getting better,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,43,High School,Very Good,Good,Routine,Pretty Happy,$25000 or more,Only some,NA,Getting worse,Very Good,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,NA,High School,Good,Good,NA,Not too Happy,NA,NA,Only some,Getting better,Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,60,High School,Fair,Good,Routine,Not too Happy,$25000 or more,Only some,NA,Getting worse,Very Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,59,High School,Good,Good,Exciting,Pretty Happy,$20000 to $24999,Hardly any,NA,Getting better,Fair,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,49,High School,Good,Good,NA,Not too Happy,$25000 or more,NA,A great deal,Getting worse,Good,Good,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,Less than High School,NA,NA,NA,Pretty Happy,Refused,NA,NA,Stayed the same,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,34,High School,Very Good,Excellent,Exciting,Very Happy,$1000 to $2999,NA,NA,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,25,High School,Poor,Excellent,Dull,Not too Happy,$25000 or more,NA,NA,Getting better,Poor,Poor,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,60,High School,Fair,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Getting worse,Good,Good,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,31,High School,Very Good,Excellent,NA,Pretty Happy,$25000 or more,Hardly any,NA,Getting better,Very Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,81,High School,Good,Fair,Routine,Not too Happy,$20000 to $24999,Only some,NA,Stayed the same,NA,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,54,High School,Good,Fair,Routine,Pretty Happy,$3000 to $3999,NA,NA,Stayed the same,Fair,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,62,High School,Fair,Poor,Routine,Pretty Happy,$25000 or more,NA,NA,Getting worse,Poor,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,54,High School,Good,Fair,NA,Pretty Happy,$8000 to $9999,A great deal,NA,Stayed the same,Fair,Poor,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,69,High School,Very Good,Good,Routine,Very Happy,$25000 or more,NA,NA,Getting worse,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,38,Bachelors,Good,Good,Routine,Pretty Happy,$25000 or more,NA,Hardly any,Getting better,Good,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,39,High School,NA,Good,Routine,Pretty Happy,$10000 to $14999,NA,NA,Getting better,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
