gender,age,degree,quallife,health,life,happy,income,confedvac,confedvacy,finalter,hlthphys,hlthmntl,satsoc,white,black,amer_indian_alaska,asian_indian,chinese,filipino,japenese,korean,vietnamese,oth_asian,native_hawaiian,guamanian_chamorro,samoan,oth_pacific_islander,oth_race,hispanic
Female,65,High School,Good,Good,Routine,Pretty Happy,NA,NA,NA,Stayed the same,Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,60,Bachelors,Excellent,Good,NA,Pretty Happy,Refused,NA,NA,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,Less than High School,NA,Fair,Exciting,Pretty Happy,Refused,NA,NA,Getting better,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,Less than High School,NA,Poor,NA,Not too Happy,Refused,NA,NA,Getting worse,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,NA,High School,Very Good,Excellent,Routine,Very Happy,NA,Only some,NA,Getting better,Excellent,Very Good,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,33,Bachelors,Good,Good,Exciting,Very Happy,NA,Only some,NA,Stayed the same,Good,Good,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,20,High School,Very Good,Fair,NA,Pretty Happy,$25000 or more,Only some,NA,Getting worse,Good,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,NA,Graduates,Good,Good,Routine,Pretty Happy,$25000 or more,NA,Hardly any,Getting worse,Very Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,76,High School,Good,Good,NA,Not too Happy,$25000 or more,NA,Only some,Getting worse,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,61,Bachelors,Good,Fair,Exciting,Pretty Happy,$8000 to $9999,NA,NA,Getting better,Fair,Good,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Male,37,Less than High School,Good,Fair,Dull,Pretty Happy,$25000 or more,Hardly any,NA,Getting better,Fair,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,23,High School,Excellent,Excellent,Routine,Pretty Happy,$25000 or more,NA,NA,Getting better,Excellent,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,71,Graduates,Excellent,Excellent,Exciting,Pretty Happy,Refused,NA,NA,Getting better,Excellent,Excellent,Excellent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Male,21,High School,Very Good,Fair,Routine,Not too Happy,NA,Only some,NA,Stayed the same,Fair,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,75,Graduates,Excellent,Excellent,NA,Pretty Happy,Refused,Only some,NA,Getting better,Good,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,20,High School,Good,Good,Exciting,Pretty Happy,$25000 or more,NA,NA,Getting worse,Good,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,65,High School,Good,Fair,Dull,Not too Happy,$20000 to $24999,NA,NA,Stayed the same,Fair,Fair,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,56,Associate/Junior College,Good,Fair,Routine,Not too Happy,NA,NA,NA,Stayed the same,Fair,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,22,Associate/Junior College,Very Good,Good,NA,Pretty Happy,$25000 or more,NA,A great deal,Stayed the same,Good,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,33,Graduates,Fair,Good,Exciting,Pretty Happy,$25000 or more,NA,Only some,Getting better,Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,NA,Bachelors,Very Good,Excellent,Exciting,Very Happy,Refused,NA,NA,Stayed the same,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,31,Bachelors,Very Good,Fair,NA,Pretty Happy,$25000 or more,Only some,NA,Getting better,Fair,Fair,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Female,55,Bachelors,Very Good,Excellent,Routine,Pretty Happy,Refused,NA,NA,Getting worse,Very Good,Fair,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,33,Bachelors,Poor,Poor,Exciting,Not too Happy,$8000 to $9999,NA,NA,Getting worse,Poor,Good,Very Good,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,37,Associate/Junior College,Good,Good,Routine,Pretty Happy,$25000 or more,A great deal,NA,Stayed the same,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,53,High School,Good,Good,NA,Not too Happy,$25000 or more,NA,Only some,Stayed the same,Good,Fair,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,43,Graduates,Very Good,Good,Exciting,Pretty Happy,$25000 or more,NA,NA,Getting better,Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,44,Graduates,Excellent,Excellent,Routine,Very Happy,Refused,NA,Only some,Getting better,Excellent,Excellent,Excellent,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Male,32,High School,Fair,Fair,NA,Not too Happy,NA,Hardly any,NA,Getting worse,Poor,Poor,Excellent,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,65,High School,Good,Good,NA,Pretty Happy,$25000 or more,NA,A great deal,Stayed the same,Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,30,Graduates,Fair,Fair,Exciting,Not too Happy,$25000 or more,NA,Only some,Getting better,Fair,Fair,Fair,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Female,52,Bachelors,Very Good,Fair,Routine,Pretty Happy,$25000 or more,NA,Only some,Getting better,Excellent,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,34,Graduates,Very Good,Good,Routine,Pretty Happy,$25000 or more,Only some,NA,Getting better,Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,53,Bachelors,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,NA,NA,Getting better,Excellent,Excellent,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,NA,High School,Very Good,Good,Routine,Not too Happy,$25000 or more,NA,NA,Getting better,Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,62,High School,Good,Excellent,NA,Pretty Happy,$25000 or more,NA,A great deal,Getting worse,Excellent,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,62,Less than High School,Fair,Good,Exciting,Not too Happy,$20000 to $24999,NA,NA,Stayed the same,Very Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,42,High School,Good,Fair,Routine,Pretty Happy,$25000 or more,A great deal,NA,Getting worse,Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,Less than High School,NA,Good,Routine,Pretty Happy,Refused,NA,NA,Getting better,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,29,Bachelors,Good,Fair,NA,Pretty Happy,$25000 or more,NA,Only some,Getting better,Fair,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,53,Bachelors,Excellent,Good,NA,Pretty Happy,Refused,A great deal,NA,Getting better,Good,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,51,Bachelors,Excellent,Excellent,NA,Very Happy,$25000 or more,NA,A great deal,Getting better,Excellent,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,24,Bachelors,Good,Good,Routine,Not too Happy,$10000 to $14999,NA,NA,Getting worse,Good,Poor,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,51,Graduates,NA,Excellent,Routine,Not too Happy,Refused,NA,NA,Stayed the same,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,26,High School,Very Good,Good,Routine,Pretty Happy,NA,NA,NA,Getting better,Very Good,Very Good,Very Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,37,Bachelors,Good,Good,Exciting,Very Happy,NA,NA,Hardly any,Getting better,Good,Excellent,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,28,High School,Poor,Fair,Routine,Not too Happy,$15000 to $19999,NA,NA,Getting worse,Fair,Fair,Fair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,30,High School,Good,Fair,NA,Not too Happy,$25000 or more,NA,Hardly any,Getting better,Fair,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,57,Graduates,Good,Fair,Routine,Pretty Happy,$25000 or more,NA,A great deal,Getting better,Fair,Fair,Fair,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Male,45,Graduates,Good,Good,Routine,Pretty Happy,Refused,NA,NA,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,43,Bachelors,Fair,Excellent,Routine,Pretty Happy,$20000 to $24999,NA,NA,Getting worse,Fair,Excellent,Excellent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Female,31,High School,Good,Fair,Routine,Pretty Happy,$25000 or more,NA,NA,Getting better,Good,Good,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,23,Bachelors,Very Good,Excellent,NA,NA,Refused,A great deal,NA,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,64,High School,Good,Good,Routine,Not too Happy,$25000 or more,NA,NA,Stayed the same,Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,82,Bachelors,Good,Fair,Routine,Pretty Happy,$25000 or more,NA,Only some,Stayed the same,Good,Good,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,NA,High School,Very Good,Good,NA,Pretty Happy,$25000 or more,NA,A great deal,Stayed the same,Good,Fair,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,58,Less than High School,Good,Excellent,Exciting,Pretty Happy,$20000 to $24999,NA,NA,Stayed the same,Very Good,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,89,High School,Good,Good,NA,Not too Happy,$25000 or more,NA,A great deal,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,51,Associate/Junior College,Good,Good,Exciting,Pretty Happy,$25000 or more,NA,NA,Getting better,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,78,Bachelors,Excellent,Good,NA,Not too Happy,$25000 or more,A great deal,NA,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,High School,Good,Good,Dull,Not too Happy,NA,NA,NA,NA,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,NA,Associate/Junior College,Fair,Fair,Exciting,Not too Happy,$25000 or more,NA,NA,Getting worse,Fair,Fair,Fair,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Male,NA,Bachelors,NA,Good,Exciting,Pretty Happy,$25000 or more,NA,NA,Stayed the same,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,42,Bachelors,Good,Fair,NA,Not too Happy,$25000 or more,A great deal,NA,Getting worse,Fair,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,64,Associate/Junior College,Good,Good,NA,Pretty Happy,$25000 or more,NA,Only some,Stayed the same,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,51,Associate/Junior College,Good,Good,NA,Pretty Happy,$25000 or more,NA,NA,Getting worse,Very Good,Excellent,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,NA,Bachelors,Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,51,Less than High School,NA,Excellent,NA,Not too Happy,NA,NA,NA,Stayed the same,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,50,Bachelors,Good,Fair,Routine,Not too Happy,$25000 or more,NA,Only some,Stayed the same,Fair,Good,Poor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Female,55,High School,Good,Good,NA,Very Happy,$25000 or more,NA,Only some,Getting better,Good,Good,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,57,High School,Very Good,Excellent,Exciting,Very Happy,$25000 or more,NA,A great deal,Getting better,Excellent,Very Good,Very Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,62,High School,Good,Good,Exciting,Not too Happy,$25000 or more,NA,NA,Stayed the same,Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,62,High School,Very Good,Excellent,NA,Very Happy,$25000 or more,NA,A great deal,Stayed the same,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,33,High School,Good,Fair,Routine,Pretty Happy,$25000 or more,Only some,NA,Getting better,Good,Fair,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,72,High School,Very Good,Good,NA,Pretty Happy,$25000 or more,A great deal,NA,Getting better,Good,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,64,Graduates,Good,Good,NA,Pretty Happy,$25000 or more,A great deal,NA,Stayed the same,Good,Excellent,Excellent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,42,Bachelors,Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,73,Bachelors,Excellent,Excellent,Routine,Not too Happy,$25000 or more,NA,NA,Getting better,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,49,Bachelors,Good,Good,Routine,Not too Happy,NA,NA,Only some,Getting better,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,63,Less than High School,Fair,Good,Routine,Not too Happy,$20000 to $24999,NA,NA,Stayed the same,Good,Very Good,Fair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,32,Bachelors,Good,Fair,Routine,Not too Happy,$25000 or more,NA,NA,Stayed the same,Fair,Good,Poor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,22,High School,Fair,Good,NA,Pretty Happy,NA,NA,Only some,Stayed the same,Very Good,Very Good,Very Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,65,Bachelors,Good,Excellent,Exciting,Not too Happy,$10000 to $14999,A great deal,NA,Stayed the same,Very Good,Excellent,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,71,Bachelors,Excellent,Fair,Exciting,Pretty Happy,Refused,NA,NA,Stayed the same,Fair,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,43,High School,Very Good,Excellent,Exciting,Pretty Happy,Refused,A great deal,NA,Stayed the same,Excellent,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,55,Bachelors,Excellent,Excellent,NA,Very Happy,Refused,A great deal,NA,Getting better,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,33,High School,Good,Good,Routine,Pretty Happy,$10000 to $14999,Only some,NA,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,28,High School,Excellent,Fair,NA,Very Happy,$25000 or more,NA,Hardly any,Getting worse,Excellent,Excellent,Excellent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,62,High School,Fair,Poor,Dull,Pretty Happy,NA,Hardly any,NA,Getting better,Poor,Fair,Fair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,55,Associate/Junior College,Good,Good,Exciting,Pretty Happy,$25000 or more,Hardly any,NA,Getting better,Good,Very Good,Very Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,41,Graduates,Excellent,Excellent,Routine,Pretty Happy,Refused,NA,NA,Getting better,Excellent,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,66,Associate/Junior College,Very Good,Good,NA,Not too Happy,$20000 to $24999,A great deal,NA,Getting better,Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,74,Graduates,Good,Fair,NA,Pretty Happy,$25000 or more,NA,NA,Getting better,Fair,Good,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,NA,Graduates,Very Good,Excellent,NA,Not too Happy,$25000 or more,NA,Only some,Getting better,Very Good,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,51,Bachelors,Very Good,Fair,Exciting,Pretty Happy,Refused,Only some,NA,Getting better,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,66,Bachelors,Good,Fair,Routine,Pretty Happy,$25000 or more,NA,NA,Getting worse,Fair,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,70,High School,Very Good,Good,Exciting,Very Happy,$25000 or more,NA,NA,Getting better,Very Good,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,NA,Graduates,Very Good,Good,Routine,Pretty Happy,$25000 or more,Only some,NA,Stayed the same,Very Good,Excellent,Good,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Female,57,Associate/Junior College,Very Good,Good,Routine,Pretty Happy,$25000 or more,NA,Only some,Stayed the same,Good,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,60,Less than High School,Good,Good,NA,Very Happy,$10000 to $14999,NA,Hardly any,Stayed the same,Good,Good,Very Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,41,Bachelors,Excellent,Good,NA,Very Happy,$25000 or more,A great deal,NA,Stayed the same,Very Good,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,56,High School,Good,Excellent,Routine,Very Happy,NA,NA,NA,Stayed the same,Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,46,Associate/Junior College,Very Good,Good,Routine,Very Happy,$25000 or more,Hardly any,NA,Getting better,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,41,Graduates,Excellent,Excellent,Exciting,Pretty Happy,Refused,NA,NA,Getting better,Excellent,Excellent,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,22,High School,Very Good,Excellent,NA,Pretty Happy,$25000 or more,NA,A great deal,Getting better,Excellent,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,61,Graduates,Excellent,Excellent,NA,Very Happy,Refused,A great deal,NA,Getting better,Excellent,Excellent,Very Good,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Male,79,Graduates,Very Good,Good,Routine,Pretty Happy,Refused,NA,A great deal,Getting better,Good,Good,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,38,Bachelors,Good,Good,Exciting,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Very Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,64,Bachelors,Good,Good,NA,Not too Happy,$25000 or more,Hardly any,NA,Stayed the same,Good,Good,Poor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,68,Graduates,Very Good,Good,Exciting,Pretty Happy,$25000 or more,NA,Only some,Stayed the same,Very Good,Excellent,Very Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,28,Graduates,Very Good,Good,NA,Not too Happy,$25000 or more,NA,A great deal,Getting better,Very Good,Fair,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,33,Graduates,Very Good,Good,NA,Not too Happy,$25000 or more,Only some,NA,Getting better,Very Good,Fair,Fair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,38,Bachelors,Excellent,Excellent,Routine,Pretty Happy,Refused,NA,NA,Getting better,Excellent,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,32,Graduates,Very Good,Excellent,Exciting,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Excellent,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,41,Bachelors,NA,NA,NA,NA,NA,NA,NA,Stayed the same,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,54,High School,NA,Good,Routine,Very Happy,$25000 or more,NA,NA,Getting worse,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,High School,Good,Good,Routine,Pretty Happy,Under $1000,NA,Only some,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,71,Bachelors,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,89,Bachelors,Very Good,Good,Routine,Pretty Happy,$25000 or more,NA,Only some,Stayed the same,Good,Good,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,63,High School,Very Good,Good,Exciting,Very Happy,$20000 to $24999,NA,Only some,Getting worse,Very Good,Excellent,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Male,73,Bachelors,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,A great deal,NA,Stayed the same,Excellent,Very Good,Very Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,38,Bachelors,Very Good,Fair,NA,Pretty Happy,Refused,Only some,NA,Stayed the same,Fair,Fair,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,59,High School,NA,Fair,Routine,Not too Happy,$25000 or more,NA,NA,Stayed the same,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,56,High School,Very Good,Good,NA,Pretty Happy,$25000 or more,Hardly any,NA,Stayed the same,Good,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,25,Bachelors,NA,Excellent,NA,Pretty Happy,$25000 or more,NA,NA,Getting better,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,28,Graduates,Excellent,Excellent,Routine,Pretty Happy,Refused,NA,NA,Getting better,Excellent,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,24,Bachelors,Very Good,Good,NA,Not too Happy,Refused,Only some,NA,Stayed the same,Good,Poor,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,37,Graduates,Excellent,Good,Routine,Pretty Happy,Refused,NA,A great deal,Getting better,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,40,Graduates,Excellent,Excellent,NA,Very Happy,Refused,Only some,NA,Getting better,Very Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,61,Graduates,Excellent,Excellent,NA,Pretty Happy,Refused,NA,A great deal,Getting better,Excellent,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,67,Graduates,Excellent,Excellent,Exciting,Pretty Happy,Refused,A great deal,NA,Stayed the same,Excellent,Excellent,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,25,Bachelors,Very Good,Good,Dull,Pretty Happy,$25000 or more,A great deal,NA,Getting better,Very Good,Good,Fair,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Male,58,High School,Good,Good,Routine,Pretty Happy,$25000 or more,NA,NA,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,84,Bachelors,Very Good,Good,Routine,Pretty Happy,$25000 or more,A great deal,NA,Stayed the same,Good,Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,68,High School,Good,Fair,Routine,Pretty Happy,$10000 to $14999,NA,NA,Stayed the same,Fair,Very Good,Fair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Female,63,Less than High School,Good,Good,Routine,Not too Happy,$25000 or more,Only some,NA,Stayed the same,Good,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,36,Bachelors,Fair,Poor,Routine,Not too Happy,$25000 or more,NA,NA,Getting better,Poor,Fair,Fair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,67,Associate/Junior College,Very Good,Good,NA,Very Happy,$25000 or more,A great deal,NA,Stayed the same,Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,53,Graduates,Very Good,Fair,NA,Pretty Happy,Refused,NA,Only some,Getting better,Fair,Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,60,Graduates,Very Good,Good,NA,Pretty Happy,$25000 or more,Hardly any,NA,Getting better,Good,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,87,High School,Fair,Fair,Dull,Not too Happy,$25000 or more,NA,NA,Getting worse,Fair,Very Good,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,74,Graduates,Excellent,Excellent,Exciting,Very Happy,$25000 or more,A great deal,NA,Getting better,Excellent,Excellent,Excellent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,66,High School,Very Good,Good,Exciting,Pretty Happy,$1000 to $2999,NA,Only some,Getting worse,Very Good,Very Good,Very Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,46,Bachelors,NA,Excellent,Exciting,Pretty Happy,$25000 or more,NA,NA,Getting better,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,43,Graduates,Very Good,Good,Exciting,Not too Happy,$25000 or more,NA,NA,Getting better,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Female,NA,High School,Good,Fair,NA,Very Happy,NA,Hardly any,NA,Getting better,Fair,Fair,Fair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,49,High School,Fair,Good,Routine,Not too Happy,$10000 to $14999,NA,NA,Getting worse,Fair,Fair,Fair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,74,Associate/Junior College,Good,Fair,Routine,Not too Happy,$25000 or more,NA,NA,Getting better,Fair,Very Good,Fair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,54,Bachelors,Good,Good,Exciting,Pretty Happy,$15000 to $19999,Hardly any,NA,Getting worse,Good,Good,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,53,Graduates,Fair,Good,Routine,Not too Happy,$25000 or more,A great deal,NA,Getting worse,Good,Fair,Poor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
